ID_TA,Rating,score1,score2,score3,score4,sum_score
d3677042,4.5,4.0,4.0,4.0,4.0,16.0
d3870424,4.0,0.0,0.0,0.0,0.0,0.0
d12327834,5.0,4.5,4.5,0.0,4.5,13.5
d4581742,3.5,5.0,4.5,0.0,4.5,14.0
d3399829,4.5,0.0,0.0,0.0,0.0,0.0
d1881029,3.5,3.5,4.5,0.0,4.0,12.0
d12913582,5.0,3.0,3.5,3.5,3.0,13.0
d5864537,4.5,4.0,4.0,3.0,3.5,14.5
d8789701,4.5,4.0,4.0,3.5,3.5,15.0
d9882107,5.0,4.5,4.0,0.0,4.0,12.5
d10501475,4.0,3.5,3.5,3.5,3.5,14.0
d4554550,4.0,0.0,0.0,0.0,0.0,0.0
d11964352,5.0,5.0,4.5,4.5,5.0,19.0
d8834117,4.0,3.5,4.0,3.5,3.0,14.0
d1329781,4.0,4.5,3.5,0.0,4.5,12.5
d4040070,4.0,4.5,5.0,0.0,4.5,14.0
d4768767,3.0,4.5,4.0,0.0,3.5,12.0
d7078277,4.0,4.0,4.5,4.5,4.0,17.0
d6496637,4.0,0.0,0.0,0.0,0.0,0.0
d7123598,5.0,4.5,4.5,4.5,4.5,18.0
d3964058,3.5,5.0,4.5,0.0,5.0,14.5
d3539303,4.0,3.5,4.0,0.0,3.5,11.0
d941952,4.0,3.5,3.5,0.0,3.0,10.0
d1317345,4.5,4.5,4.5,0.0,4.5,13.5
d9776261,4.0,0.0,0.0,0.0,0.0,0.0
d9750862,4.5,3.5,3.0,3.5,3.0,13.0
d10410144,3.5,3.5,3.5,0.0,3.0,10.0
d2031122,4.5,0.0,0.0,0.0,0.0,0.0
d2008705,2.5,0.0,0.0,0.0,0.0,0.0
d3499183,2.5,4.0,4.0,3.5,4.0,15.5
d13108922,2.0,0.0,0.0,0.0,0.0,0.0
d10815291,4.5,0.0,0.0,0.0,0.0,0.0
d787453,4.5,4.0,3.5,4.0,4.0,15.5
d4979329,5.0,3.5,3.5,3.5,3.0,13.5
d11838055,4.5,4.0,4.5,4.5,4.0,17.0
d6922817,4.5,4.0,3.5,0.0,4.0,11.5
d3670418,4.5,4.0,4.5,4.0,4.0,16.5
d10028345,5.0,4.0,4.0,4.0,3.5,15.5
d8777975,2.5,5.0,5.0,0.0,4.5,14.5
d1340100,4.5,0.0,0.0,0.0,0.0,0.0
d9986891,4.0,3.5,3.5,4.0,3.0,14.0
d12087969,4.5,0.0,0.0,0.0,0.0,0.0
d12506505,1.0,3.5,4.0,5.0,4.5,17.0
d1060072,4.0,0.0,0.0,0.0,0.0,0.0
d12865525,5.0,0.0,0.0,0.0,0.0,0.0
d12863896,4.0,3.5,3.5,0.0,3.5,10.5
d10303002,3.5,5.0,5.0,0.0,4.0,14.0
d1718566,3.5,4.5,4.5,0.0,5.0,14.0
d12155241,4.0,4.0,3.5,3.5,3.5,14.5
d12523639,2.0,0.0,0.0,0.0,0.0,0.0
d12824847,3.0,4.0,4.0,0.0,3.5,11.5
d4374861,4.0,0.0,0.0,0.0,0.0,0.0
d3912334,4.0,0.0,0.0,0.0,0.0,0.0
d4062085,4.5,3.5,3.5,3.5,3.5,14.0
d8726967,4.5,4.5,4.0,4.0,4.0,16.5
d11847056,4.0,3.5,3.5,3.5,4.0,14.5
d3498760,4.0,0.0,0.0,0.0,0.0,0.0
d10306184,3.5,4.5,4.5,4.5,4.0,17.5
d6857166,3.5,4.5,4.5,4.0,4.0,17.0
d2037699,4.0,4.5,4.5,3.5,4.0,16.5
d10593433,4.0,3.0,3.5,3.5,3.5,13.5
d753070,4.0,3.5,3.5,4.0,3.5,14.5
d10169868,5.0,0.0,0.0,0.0,0.0,0.0
d1955683,4.0,0.0,0.0,0.0,0.0,0.0
d5048754,3.0,4.5,4.5,0.0,4.5,13.5
d780501,4.0,3.0,3.0,3.5,2.5,12.0
d13172157,2.0,0.0,0.0,0.0,0.0,0.0
d12830540,5.0,4.0,3.5,0.0,4.0,11.5
d697610,4.5,4.0,4.0,4.0,5.0,17.0
d4992314,4.5,4.5,4.5,4.5,4.0,17.5
d3143710,3.5,4.0,4.0,0.0,4.0,12.0
d7745665,4.0,4.0,3.5,3.5,3.5,14.5
d1450121,4.0,0.0,0.0,0.0,0.0,0.0
d12140733,4.5,4.0,4.5,0.0,4.0,12.5
d6200985,3.5,1.5,2.0,1.0,1.0,5.5
d6109005,3.5,3.5,3.5,3.5,3.0,13.5
d12363506,4.0,4.0,4.0,4.0,4.0,16.0
d4260156,4.0,0.0,0.0,0.0,0.0,0.0
d7140341,4.0,4.0,4.5,0.0,4.0,12.5
d12718129,4.5,3.0,3.5,0.0,3.5,10.0
d4554155,4.5,3.5,3.5,0.0,3.5,10.5
d3576247,5.0,3.5,3.5,0.0,4.0,11.0
d10584149,5.0,3.5,4.0,0.0,3.5,11.0
d8462996,3.5,4.5,4.5,0.0,4.5,13.5
d6697358,4.0,4.5,4.0,4.0,4.0,16.5
d3648658,4.0,4.0,4.0,4.0,3.5,15.5
d11965418,3.5,4.0,4.0,4.0,4.0,16.0
d2282803,1.5,4.0,4.0,4.5,4.0,16.5
d8819098,1.0,0.0,0.0,0.0,0.0,0.0
d803868,3.0,0.0,0.0,0.0,0.0,0.0
d11956732,5.0,0.0,0.0,0.0,0.0,0.0
d2425205,4.5,0.0,0.0,0.0,0.0,0.0
d4105345,4.5,0.0,0.0,0.0,0.0,0.0
d2046360,2.5,4.0,3.5,3.5,3.5,14.5
d8068698,3.5,0.0,0.0,0.0,0.0,0.0
d8580556,4.5,4.0,4.0,3.5,3.5,15.0
d7059167,3.5,0.0,0.0,0.0,0.0,0.0
d2142404,4.5,3.5,2.0,0.0,2.0,7.5
d7073043,3.5,3.5,3.0,0.0,4.0,10.5
d1062539,4.5,3.5,3.5,3.0,4.0,14.0
d7624833,3.5,0.0,0.0,0.0,0.0,0.0
d7011342,4.0,4.5,4.5,0.0,4.5,13.5
d715059,4.0,0.0,0.0,0.0,0.0,0.0
d11778986,5.0,3.5,3.5,0.0,3.0,10.0
d10356549,4.5,4.0,4.0,4.0,3.5,15.5
d2012876,4.0,3.5,4.0,4.0,3.5,15.0
d804935,4.0,0.0,3.0,0.0,0.0,3.0
d5414657,4.5,3.5,3.5,3.5,4.0,14.5
d10289051,4.5,3.5,3.5,0.0,3.5,10.5
d697810,4.0,0.0,0.0,0.0,0.0,0.0
d5890556,3.5,4.0,4.0,0.0,4.0,12.0
d12657453,5.0,0.0,0.0,0.0,0.0,0.0
d6844410,3.5,0.0,0.0,0.0,0.0,0.0
d3619031,4.0,3.5,3.0,0.0,3.5,10.0
d12438329,4.0,3.5,3.5,0.0,4.0,11.0
d12921101,3.0,4.0,4.0,4.5,3.5,16.0
d7740451,3.5,0.0,0.0,0.0,0.0,0.0
d1053304,4.0,3.0,3.5,0.0,3.5,10.0
d9596649,4.5,5.0,5.0,0.0,5.0,15.0
d9777874,4.5,4.5,4.5,0.0,4.5,13.5
d13274922,5.0,0.0,0.0,0.0,0.0,0.0
d1868264,3.5,4.0,4.0,4.0,4.0,16.0
d3445831,4.0,0.0,0.0,0.0,0.0,0.0
d3324161,4.0,4.0,4.0,5.0,4.5,17.5
d8049964,3.0,0.0,0.0,0.0,0.0,0.0
d11932433,5.0,3.5,3.5,3.5,3.5,14.0
d8355947,4.0,4.0,4.0,4.0,3.5,15.5
d6820919,4.5,0.0,0.0,0.0,0.0,0.0
d6697361,4.0,0.0,0.0,0.0,0.0,0.0
d12244581,4.0,4.0,4.5,4.0,4.0,16.5
d4769551,4.5,0.0,0.0,0.0,0.0,0.0
d10373074,4.0,4.5,4.5,4.0,4.5,17.5
d2360974,4.0,4.0,4.0,0.0,3.5,11.5
d8057669,4.0,4.0,4.0,4.5,3.5,16.0
d4828543,3.5,4.0,4.0,4.0,3.5,15.5
d2074219,3.0,3.5,2.5,3.0,3.0,12.0
d951222,4.5,0.0,0.0,0.0,0.0,0.0
d812205,4.5,4.0,4.0,0.0,4.5,12.5
d9561885,5.0,4.5,4.5,4.5,3.5,17.0
d12986180,5.0,4.0,3.5,0.0,3.5,11.0
d1717778,4.5,0.0,0.0,0.0,0.0,0.0
d12856031,4.5,4.5,4.5,0.0,4.5,13.5
d810895,4.0,4.0,4.0,3.5,3.5,15.0
d2643409,4.0,4.0,4.0,0.0,4.0,12.0
d7309230,2.5,3.5,3.5,4.0,3.5,14.5
d4770089,4.5,3.0,3.5,0.0,3.0,9.5
d5488978,5.0,3.5,3.5,4.0,3.0,14.0
d733433,3.5,4.0,4.0,0.0,4.5,12.5
d9736438,5.0,4.0,4.0,3.5,3.5,15.0
d10279161,4.5,3.5,4.0,4.0,3.5,15.0
d3474046,4.0,4.0,4.5,0.0,4.5,13.0
d6404364,4.5,4.5,4.0,4.0,4.0,16.5
d3647031,4.5,0.0,0.0,0.0,0.0,0.0
d997376,3.5,3.5,3.0,0.0,3.5,10.0
d6618234,5.0,4.0,4.0,0.0,4.0,12.0
d3323688,4.0,0.0,0.0,0.0,0.0,0.0
d12116333,4.0,0.0,0.0,0.0,0.0,0.0
d1316594,4.5,0.0,0.0,0.0,0.0,0.0
d4802570,3.5,0.0,0.0,0.0,0.0,0.0
d4928913,3.0,3.5,4.0,3.5,3.5,14.5
d8450304,4.0,4.0,4.0,3.5,4.0,15.5
d5260172,4.5,4.0,4.0,0.0,4.5,12.5
d8742317,4.5,4.5,4.5,0.0,4.0,13.0
d7361612,4.5,0.0,0.0,0.0,0.0,0.0
d8093048,2.0,0.0,0.0,0.0,0.0,0.0
d2005395,2.5,4.0,4.0,0.0,4.0,12.0
d1106756,4.5,3.5,3.0,3.0,2.5,12.0
d5272035,4.5,0.0,0.0,0.0,0.0,0.0
d10463037,5.0,3.5,4.0,2.5,3.5,13.5
d12533497,5.0,4.0,4.0,4.0,4.0,16.0
d7993834,3.5,4.5,4.0,4.5,4.0,17.0
d1600538,4.5,4.0,4.0,4.0,4.0,16.0
d3832741,3.5,2.5,2.5,3.0,2.0,10.0
d7123637,4.0,4.0,3.5,0.0,3.5,11.0
d10751621,3.5,4.0,4.5,0.0,4.5,13.0
d12185517,5.0,0.0,0.0,0.0,0.0,0.0
d10508372,4.5,0.0,0.0,0.0,0.0,0.0
d13200359,5.0,0.0,0.0,0.0,0.0,0.0
d5972492,3.0,4.5,4.0,3.5,4.0,16.0
d3324228,4.5,4.0,4.5,0.0,4.0,12.5
d8019537,3.0,3.0,3.0,0.0,2.0,8.0
d1969167,4.0,4.5,5.0,0.0,4.5,14.0
d5080712,3.5,3.0,3.0,0.0,3.5,9.5
d5220343,4.0,4.0,4.5,0.0,4.0,12.5
d7319516,4.5,4.5,4.0,0.0,4.5,13.0
d697016,4.5,4.5,4.5,4.0,4.5,17.5
d7756915,4.5,3.0,3.0,3.0,3.0,12.0
d8784658,3.0,4.0,4.0,0.0,4.0,12.0
d2626593,4.5,3.0,3.0,0.0,3.0,9.0
d10450360,4.5,4.0,4.0,0.0,4.0,12.0
d4556847,3.5,4.5,4.5,0.0,4.5,13.5
d1877205,4.0,3.5,3.5,0.0,3.0,10.0
d7740927,3.0,4.0,4.5,0.0,4.5,13.0
d3421302,3.0,4.5,4.5,0.0,4.5,13.5
d9743108,3.5,4.0,4.5,0.0,4.0,12.5
d2215386,4.0,0.0,0.0,0.0,0.0,0.0
d5264459,2.5,4.0,4.0,4.0,4.0,16.0
d8077953,4.0,0.0,0.0,0.0,0.0,0.0
d8339853,4.0,0.0,0.0,0.0,0.0,0.0
d777287,4.5,4.0,4.0,0.0,4.0,12.0
d3943992,4.0,4.0,3.5,3.0,4.0,14.5
d8356681,4.5,0.0,0.0,0.0,0.0,0.0
d4578179,4.5,3.5,3.5,3.5,2.5,13.0
d7676062,4.0,5.0,4.5,0.0,5.0,14.5
d1195848,5.0,3.5,4.0,3.5,3.0,14.0
d3595125,4.0,4.0,3.0,0.0,3.5,10.5
d8107476,3.5,0.0,0.0,0.0,0.0,0.0
d7755553,4.0,4.5,4.5,4.5,4.5,18.0
d10039383,4.5,4.0,4.5,4.5,4.0,17.0
d3707542,4.0,3.0,3.5,0.0,3.0,9.5
d6780488,4.0,4.0,3.5,4.0,3.5,15.0
d784050,5.0,0.0,0.0,0.0,0.0,0.0
d10321376,4.5,4.5,4.5,4.0,4.5,17.5
d1812381,4.5,4.0,4.5,0.0,4.0,12.5
d12320773,5.0,0.0,0.0,0.0,0.0,0.0
d3433011,3.5,4.0,4.0,0.0,3.5,11.5
d11639505,4.5,4.5,4.5,0.0,4.0,13.0
d1035872,4.0,3.5,4.0,3.5,3.5,14.5
d4793218,4.0,3.5,4.0,3.5,4.0,15.0
d12530861,4.5,4.0,4.0,4.0,3.5,15.5
d11722244,4.5,0.0,0.0,0.0,0.0,0.0
d10792468,4.5,3.5,3.5,4.0,3.5,14.5
d10179157,5.0,0.0,0.0,0.0,0.0,0.0
d12560018,4.0,4.5,5.0,0.0,5.0,14.5
d5895400,2.5,4.5,4.5,0.0,4.5,13.5
d10396847,4.5,0.0,0.0,0.0,0.0,0.0
d1163179,4.5,3.5,3.5,3.0,3.0,13.0
d2318782,4.0,0.0,0.0,0.0,0.0,0.0
d4354226,4.0,0.0,0.0,0.0,0.0,0.0
d8778145,3.5,0.0,0.0,0.0,0.0,0.0
d10394887,4.5,0.0,0.0,0.0,0.0,0.0
d7777421,4.5,0.0,0.0,0.0,0.0,0.0
d3242757,4.5,4.5,4.5,4.5,4.5,18.0
d7898123,3.5,0.0,0.0,0.0,0.0,0.0
d743846,4.0,0.0,0.0,0.0,0.0,0.0
d8148024,3.5,0.0,0.0,0.0,0.0,0.0
d6868758,4.5,3.5,3.5,2.5,3.0,12.5
d5981457,3.5,4.0,3.5,0.0,4.0,11.5
d4341238,4.5,4.5,4.5,0.0,4.0,13.0
d12557822,5.0,4.0,3.0,3.0,3.0,13.0
d3255457,3.0,4.5,5.0,0.0,4.5,14.0
d8339797,4.0,4.5,4.5,5.0,4.5,18.5
d8490715,4.5,4.0,4.0,0.0,4.0,12.0
d7904953,4.5,4.5,4.5,0.0,4.5,13.5
d3814486,3.5,3.5,3.5,4.0,3.0,14.0
d7716215,4.0,4.0,4.0,3.5,4.0,15.5
d1038823,4.5,4.0,4.0,0.0,4.0,12.0
d7277852,4.0,4.0,4.0,4.0,3.5,15.5
d3689367,3.5,4.0,4.5,0.0,4.0,12.5
d3380478,4.0,4.5,4.0,0.0,4.5,13.0
d8338558,3.5,5.0,5.0,0.0,5.0,15.0
d1641493,4.0,0.0,0.0,0.0,0.0,0.0
d3479684,4.0,0.0,0.0,0.0,0.0,0.0
d1496226,3.0,4.0,4.0,0.0,3.5,11.5
d8828402,4.0,3.5,3.5,4.5,3.5,15.0
d4221407,5.0,0.0,0.0,0.0,0.0,0.0
d799582,4.0,0.0,2.5,2.0,2.5,7.0
d780905,4.5,2.0,2.5,2.5,2.0,9.0
d3485710,4.0,2.5,2.5,3.0,3.0,11.0
d3136268,5.0,0.0,0.0,0.0,0.0,0.0
d4220265,3.5,3.5,3.5,0.0,3.5,10.5
d7024076,4.5,0.0,0.0,0.0,0.0,0.0
d5583274,5.0,4.5,4.5,0.0,4.0,13.0
d7886352,4.0,0.0,0.0,0.0,0.0,0.0
d11742815,4.5,4.5,4.5,0.0,4.5,13.5
d2557897,4.0,0.0,0.0,0.0,0.0,0.0
d807181,4.0,0.0,0.0,0.0,0.0,0.0
d9824211,3.0,4.0,4.5,0.0,4.0,12.5
d3506141,4.5,4.0,4.0,4.0,3.5,15.5
d1035160,4.0,4.0,4.5,0.0,4.0,12.5
d3243754,3.5,0.0,0.0,0.0,0.0,0.0
d4768666,3.5,0.0,0.0,0.0,0.0,0.0
d12105979,4.5,4.5,4.5,0.0,4.0,13.0
d10519586,2.0,4.5,4.5,0.0,5.0,14.0
d1016030,4.0,3.5,3.0,3.5,3.5,13.5
d3931651,4.0,4.0,4.0,0.0,3.5,11.5
d3293815,4.5,3.5,4.0,4.0,3.5,15.0
d5809843,4.0,3.5,3.5,3.5,3.0,13.5
d10733501,4.5,4.0,4.5,4.0,4.5,17.0
d12442345,4.5,0.0,0.0,0.0,0.0,0.0
d6988995,3.5,0.0,0.0,0.0,0.0,0.0
d6456835,4.0,3.5,3.5,3.5,3.5,14.0
d7022887,3.5,0.0,0.0,0.0,0.0,0.0
d5102972,4.5,4.5,4.5,0.0,4.5,13.5
d4925682,2.5,4.0,4.0,3.5,4.0,15.5
d8417573,4.0,4.0,4.0,4.0,3.5,15.5
d8786577,4.0,4.5,3.5,0.0,4.5,12.5
d3648160,4.0,3.5,3.5,0.0,3.5,10.5
d8807273,3.5,4.0,4.5,0.0,4.0,12.5
d10377580,4.5,3.5,4.0,0.0,3.5,11.0
d2426492,4.0,3.5,3.5,4.5,3.5,15.0
d8590805,5.0,3.0,2.5,0.0,2.5,8.0
d10803347,4.0,4.0,4.0,4.0,4.0,16.0
d10845906,4.0,4.0,3.5,0.0,4.0,11.5
d1146489,3.5,4.5,4.0,4.0,4.0,16.5
d8532773,3.5,0.0,0.0,0.0,0.0,0.0
d4085879,3.5,3.0,3.5,0.0,3.5,10.0
d10266278,5.0,3.0,3.5,0.0,3.5,10.0
d790417,3.5,4.0,4.0,0.0,4.0,12.0
d10624929,5.0,3.5,4.0,0.0,3.5,11.0
d12633126,4.0,5.0,4.0,0.0,5.0,14.0
d1509970,3.5,4.0,3.5,0.0,3.0,10.5
d7124281,4.5,0.0,0.0,0.0,0.0,0.0
d2153168,3.5,3.5,3.5,3.0,3.0,13.0
d7158619,4.5,4.5,4.5,4.0,4.5,17.5
d7140402,3.5,3.5,4.0,0.0,4.0,11.5
d12451505,4.5,0.0,0.0,0.0,0.0,0.0
d4910692,3.0,4.5,4.5,0.0,4.5,13.5
d2061450,2.5,3.5,3.0,3.5,2.5,12.5
d12149248,5.0,4.0,4.0,3.5,4.0,15.5
d1039059,4.5,4.5,4.0,0.0,4.0,12.5
d1015657,4.0,4.5,4.5,4.5,4.5,18.0
d9809593,4.0,4.0,3.5,4.0,3.5,15.0
d2704179,4.0,4.5,4.5,5.0,4.0,18.0
d1320186,4.0,4.5,4.5,4.5,4.5,18.0
d5001598,4.0,3.5,2.5,0.0,3.5,9.5
d1027687,3.5,3.5,4.0,0.0,4.0,11.5
d2000064,4.0,3.5,3.5,4.0,3.5,14.5
d964516,4.5,0.0,0.0,0.0,0.0,0.0
d2365105,4.5,4.0,4.0,4.0,3.5,15.5
d5768761,4.5,0.0,0.0,0.0,0.0,0.0
d713321,4.5,4.5,4.5,0.0,4.5,13.5
d3193707,4.5,4.0,3.5,3.5,3.5,14.5
d4736446,4.5,3.5,3.5,0.0,3.5,10.5
d4973497,4.5,3.0,3.0,3.0,3.0,12.0
d8405383,3.0,4.0,4.5,4.0,4.0,16.5
d3783000,4.5,3.5,4.0,3.5,3.5,14.5
d1319944,2.5,0.0,0.0,0.0,0.0,0.0
d778850,4.5,0.0,0.0,0.0,0.0,0.0
d12406630,3.5,0.0,0.0,0.0,0.0,0.0
d12883260,2.5,4.0,4.0,4.0,4.0,16.0
d720646,3.0,0.0,0.0,0.0,0.0,0.0
d2054890,4.0,0.0,0.0,0.0,0.0,0.0
d7028405,4.5,0.0,0.0,0.0,0.0,0.0
d788128,4.0,4.0,4.5,0.0,4.0,12.5
d12540807,3.5,0.0,0.0,0.0,0.0,0.0
d1947962,4.5,4.5,4.5,0.0,4.0,13.0
d7705085,3.5,2.5,3.5,0.0,3.0,9.0
d5863988,4.0,3.5,3.5,0.0,3.5,10.5
d2248558,4.0,4.0,3.5,3.5,4.0,15.0
d966320,4.5,3.5,3.5,3.5,3.0,13.5
d1010300,4.5,4.0,4.0,3.5,4.0,15.5
d1750465,3.5,4.0,4.0,4.0,4.0,16.0
d4296306,4.0,3.0,1.0,0.0,2.5,6.5
d9798024,4.5,3.5,3.5,3.5,3.5,14.0
d8297631,2.5,5.0,4.5,0.0,4.5,14.0
d866514,4.0,3.5,3.5,3.5,3.5,14.0
d8389853,4.0,4.0,4.0,3.5,3.5,15.0
d11930130,4.5,4.0,4.5,0.0,4.0,12.5
d3601690,4.0,4.5,3.5,0.0,3.5,11.5
d4368168,4.5,3.5,4.0,4.0,3.5,15.0
d1822624,4.5,0.0,0.0,0.0,0.0,0.0
d4008612,4.0,4.0,4.0,0.0,4.0,12.0
d1011712,4.0,4.5,4.0,0.0,4.0,12.5
d9767590,4.5,3.0,3.0,2.5,2.5,11.0
d753135,4.5,0.0,0.0,0.0,0.0,0.0
d3157669,4.5,0.0,0.0,0.0,0.0,0.0
d3616232,4.5,4.0,3.5,3.5,3.5,14.5
d5959108,4.0,4.0,4.0,0.0,3.0,11.0
d8827469,4.0,0.0,0.0,0.0,0.0,0.0
d718084,4.0,4.5,4.0,0.0,4.0,12.5
d897066,3.5,3.0,3.0,0.0,3.0,9.0
d11982037,5.0,4.0,4.5,0.0,4.0,12.5
d5776778,3.5,3.5,3.5,3.0,3.5,13.5
d9744760,5.0,0.0,0.0,0.0,0.0,0.0
d8485758,4.5,0.0,0.0,0.0,0.0,0.0
d9716309,4.0,0.0,0.0,0.0,0.0,0.0
d1044772,4.5,3.5,4.0,0.0,3.5,11.0
d3606580,3.5,0.0,0.0,0.0,0.0,0.0
d4170089,4.0,4.5,4.0,0.0,4.0,12.5
d10722417,4.0,0.0,0.0,0.0,0.0,0.0
d8261504,4.0,4.0,3.5,3.5,4.0,15.0
d5817008,3.5,0.0,0.0,0.0,0.0,0.0
d7610236,4.0,4.0,3.5,0.0,3.5,11.0
d10128455,4.0,4.0,4.5,4.0,4.0,16.5
d6985483,4.5,4.0,2.5,0.0,3.5,10.0
d12621405,4.0,3.5,3.5,3.5,3.5,14.0
d2303922,4.5,3.0,3.5,3.0,2.5,12.0
d8042694,4.5,5.0,4.5,0.0,5.0,14.5
d12485123,4.0,3.0,3.5,3.0,3.0,12.5
d4910108,3.5,4.5,4.0,4.5,4.0,17.0
d6434295,4.0,4.5,4.5,0.0,4.0,13.0
d11881289,4.5,0.0,0.0,0.0,0.0,0.0
d789714,4.0,3.0,3.5,0.0,3.0,9.5
d1069475,3.0,0.0,0.0,0.0,0.0,0.0
d13197525,5.0,4.0,4.0,4.0,4.0,16.0
d13005906,4.5,0.0,0.0,0.0,0.0,0.0
d2533796,4.0,4.5,4.5,0.0,4.0,13.0
d4327210,3.5,4.0,4.5,4.0,4.0,16.5
d697865,5.0,4.5,4.5,0.0,4.5,13.5
d6160522,4.0,4.0,4.0,0.0,4.0,12.0
d9593586,1.5,4.0,4.0,0.0,4.5,12.5
d3505756,3.0,4.5,4.5,4.5,4.5,18.0
d4925072,3.0,4.5,5.0,5.0,4.5,19.0
d2475510,3.5,4.0,4.5,4.0,4.0,16.5
d1511891,4.0,4.0,4.0,4.5,4.0,16.5
d3567660,4.0,0.0,0.0,0.0,0.0,0.0
d4060319,3.5,0.0,0.0,0.0,0.0,0.0
d3783232,4.5,0.0,0.0,0.0,0.0,0.0
d7294241,3.0,0.0,0.0,0.0,0.0,0.0
d1028367,4.0,3.0,3.5,3.0,3.0,12.5
d8611027,1.5,4.5,4.5,4.0,4.5,17.5
d11810618,3.5,0.0,0.0,0.0,0.0,0.0
d10071825,5.0,3.5,3.5,3.5,3.0,13.5
d4026552,4.0,3.5,3.5,3.5,4.0,14.5
d6750888,4.5,4.5,4.5,0.0,4.0,13.0
d1134933,4.0,5.0,5.0,4.5,5.0,19.5
d1571579,5.0,3.5,4.0,3.5,3.5,14.5
d2399811,4.0,2.5,2.0,0.0,2.0,6.5
d13197448,5.0,5.0,4.5,0.0,4.5,14.0
d694914,4.5,4.5,4.0,0.0,4.0,12.5
d12511845,4.5,4.0,4.0,4.0,4.5,16.5
d1593734,4.5,4.0,4.0,3.5,3.5,15.0
d4770225,3.5,4.0,4.0,4.0,4.0,16.0
d6165830,4.0,4.5,4.5,0.0,4.0,13.0
d13230314,5.0,4.0,3.5,0.0,3.5,11.0
d6413540,5.0,4.5,4.5,0.0,4.5,13.5
d3546671,4.0,4.0,4.5,4.0,4.0,16.5
d9722302,4.0,4.0,3.5,0.0,4.0,11.5
d2686096,3.5,4.0,3.5,0.0,4.0,11.5
d3532800,4.0,3.0,2.5,2.5,2.5,10.5
d2011371,4.0,4.5,4.5,4.5,4.5,18.0
d3701393,4.5,4.0,4.0,4.5,4.0,16.5
d4353759,3.5,0.0,0.0,0.0,0.0,0.0
d11921254,3.5,0.0,0.0,0.0,0.0,0.0
d1747149,4.0,4.5,4.5,4.5,4.0,17.5
d11953102,2.0,4.5,4.5,0.0,4.5,13.5
d2060386,4.0,0.0,0.0,0.0,0.0,0.0
d11434857,4.5,4.0,3.5,4.0,3.5,15.0
d8527837,4.5,0.0,0.0,0.0,0.0,0.0
d10288999,4.0,4.5,5.0,0.0,4.5,14.0
d11547467,5.0,3.5,3.5,3.5,3.5,14.0
d3822680,4.5,3.5,3.5,3.5,3.0,13.5
d7283061,3.0,4.0,3.5,3.5,4.0,15.0
d3522167,2.0,4.5,4.0,4.5,4.5,17.5
d2689810,4.0,0.0,0.0,0.0,0.0,0.0
d5870730,2.5,0.0,0.0,0.0,0.0,0.0
d2440838,4.0,4.5,4.5,4.5,4.5,18.0
d5408611,4.0,4.5,4.5,0.0,4.0,13.0
d6584387,4.0,4.5,5.0,4.5,4.5,18.5
d7056275,4.0,4.0,4.0,3.5,4.0,15.5
d12625557,3.0,3.5,3.5,4.0,3.0,14.0
d2010743,4.0,4.0,4.5,0.0,4.5,13.0
d12187569,4.5,3.5,3.5,3.0,4.0,14.0
d4150372,3.5,0.0,0.0,0.0,0.0,0.0
d1949200,3.5,4.0,4.5,4.0,4.0,16.5
d5818139,3.5,3.0,3.5,0.0,3.0,9.5
d10004354,3.0,0.0,0.0,0.0,0.0,0.0
d2266502,4.0,0.0,0.0,0.0,0.0,0.0
d1043988,4.0,4.5,4.0,4.0,4.5,17.0
d7687657,4.5,0.0,0.0,0.0,0.0,0.0
d1815635,3.0,0.0,0.0,0.0,0.0,0.0
d4778786,4.0,0.0,0.0,0.0,0.0,0.0
d851280,4.0,0.0,0.0,0.0,0.0,0.0
d12795921,4.5,0.0,0.0,0.0,0.0,0.0
d12546929,3.5,3.5,3.5,0.0,4.0,11.0
d786076,4.5,3.0,3.0,3.5,3.0,12.5
d2250928,3.5,4.5,4.5,0.0,4.5,13.5
d1841284,4.0,4.0,4.5,4.0,4.0,16.5
d12418811,4.0,0.0,0.0,0.0,0.0,0.0
d696219,4.0,0.0,0.0,0.0,0.0,0.0
d4794606,3.5,0.0,0.0,0.0,0.0,0.0
d3432337,3.5,0.0,0.0,0.0,0.0,0.0
d7594829,4.5,4.5,4.5,0.0,4.0,13.0
d1175243,4.0,4.5,4.5,4.5,4.5,18.0
d13149351,5.0,0.0,0.0,0.0,0.0,0.0
d950026,3.5,0.0,0.0,0.0,0.0,0.0
d8738440,4.5,0.0,0.0,0.0,0.0,0.0
d932664,4.0,4.0,3.5,0.0,3.5,11.0
d4770140,3.0,4.0,4.0,0.0,4.0,12.0
d12731915,3.0,0.0,0.0,0.0,0.0,0.0
d7223312,4.5,0.0,0.0,0.0,0.0,0.0
d5779752,4.5,4.5,4.5,0.0,4.0,13.0
d987818,4.0,0.0,0.0,0.0,0.0,0.0
d966292,3.5,0.0,4.0,0.0,4.0,8.0
d9797292,4.0,4.0,3.5,3.5,4.0,15.0
d5888656,3.0,0.0,0.0,0.0,0.0,0.0
d4155665,2.0,4.5,4.5,4.0,4.0,17.0
d4371097,3.0,4.0,4.5,0.0,4.5,13.0
d3574409,2.5,3.5,4.0,4.5,3.5,15.5
d1440561,4.0,4.0,4.0,0.0,3.5,11.5
d1308391,4.0,0.0,0.0,0.0,0.0,0.0
d4379489,4.5,0.0,0.0,0.0,0.0,0.0
